split,roboflow_filename,game,clip,frame_name,frame_id,width,height,tracknet_visibility,tracknet_x,tracknet_y,tracknet_status,matched_tracknet,ball_xmin,ball_ymin,ball_xmax,ball_ymax,ball_cx,ball_cy,player_count,player_boxes,court_1,court_2,court_3,court_4,court_5,court_6,court_7,court_8,court_9,court_10,court_11,court_12,court_13,court_14,selected_orientation,direct_error,mirrored_error,selected_error,orientation_margin
train,game8-Clip4-0093_jpg.rf.95b064a5a05262a2f0f5936e951b408a.jpg,game8,Clip4,0093.jpg,93,1280,720,1,647,251,0,1,640.0,244,654.0,258,647.0,251.0,2,"679,170,724,257|407,553,516,690","378.000,247.000","442.000,247.000","829.000,245.000","894.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","635.000,487.000","917.000,486.000","203.000,611.000","311.000,610.000","961.000,608.000","1071.000,607.000",direct,0.0,14.0,0.0,14.0
valid,game8-Clip4-0094_jpg.rf.61288e9afc088a9b41a1a6445d052fb5.jpg,game8,Clip4,0094.jpg,94,1280,720,1,653,247,0,1,646.0,240,660.0,254,653.0,247.0,2,"682,169,728,256|408,550,521,689","378.000,247.000","442.000,247.000","829.000,245.000","894.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","635.000,487.000","917.000,486.000","203.000,611.000","311.000,610.000","961.000,607.000","1071.000,607.000",direct,0.0,26.0,0.0,26.0
train,game8-Clip4-0095_jpg.rf.53c314e575dc00cf46482d18cfeb3a04.jpg,game8,Clip4,0095.jpg,95,1280,720,1,660,241,0,1,653.0,234,667.0,248,660.0,241.0,2,"685.000,166.000,732.000,252.000|408.000,546.000,525.000,689.000","378.000,247.000","442.000,247.000","829.000,245.000","894.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","311.000,610.000","962.000,607.000","1071.000,607.000",mirrored,40.0,0.0,0.0,40.0
train,game8-Clip4-0096_jpg.rf.570f6375196aa002ad116e03ebbc5441.jpg,game8,Clip4,0096.jpg,96,1280,720,1,665,237,0,1,658.0,230,672.0,244,665.0,237.0,2,"689.000,163.000,738.000,249.000|413.000,544.000,524.000,686.000","377.000,247.000","442.000,247.000","829.000,245.000","894.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","356.000,488.000","635.000,487.000","917.000,486.000","203.000,611.000","311.000,611.000","961.000,608.000","1071.000,607.000",mirrored,50.0,0.0,0.0,50.0
train,game8-Clip4-0097_jpg.rf.29f266052c732071d1729124c57a3f3d.jpg,game8,Clip4,0097.jpg,97,1280,720,1,672,234,0,1,665.0,227,679.0,241,672.0,234.0,2,"693,163,742,248|430,542,525,687","378.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","424.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","202.000,611.000","311.000,611.000","962.000,607.000","1071.000,607.000",direct,0.0,64.0,0.0,64.0
train,game8-Clip4-0098_jpg.rf.dd38fc8b84beda249fc668a947297aca.jpg,game8,Clip4,0098.jpg,98,1280,720,1,678,232,0,1,671.0,225,685.0,239,678.0,232.0,2,"698,162,747,249|446,538,525,684","378.000,247.000","442.000,247.000","829.000,245.000","894.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","356.000,488.000","635.000,487.000","917.000,486.000","203.000,610.000","311.000,610.000","961.000,607.000","1071.000,607.000",direct,0.0,76.0,0.0,76.0
train,game8-Clip4-0099_jpg.rf.3e215b1a5fbacc0b425403e3599ff3da.jpg,game8,Clip4,0099.jpg,99,1280,720,1,683,231,0,1,676.0,224,690.0,238,683.0,231.0,2,"701,163,751,249|462,536,534,680","377.000,247.000","442.000,247.000","829.000,246.000","895.000,245.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","635.000,487.000","917.000,486.000","203.000,610.000","311.000,610.000","961.000,607.000","1071.000,607.000",direct,0.0,86.0,0.0,86.0
train,game8-Clip4-0100_jpg.rf.f40832fff2943fae5db2945697599bac.jpg,game8,Clip4,0100.jpg,100,1280,720,1,687,231,0,1,680.0,224,694.0,238,687.0,231.0,2,"706,162,756,249|472,535,537,679","377.000,247.000","442.000,247.000","830.000,245.000","895.000,245.000","423.000,302.000","635.000,301.000","850.000,300.000","357.000,488.000","635.000,487.000","917.000,486.000","204.000,610.000","311.000,610.000","961.000,608.000","1071.000,607.000",direct,0.0,94.0,0.0,94.0
train,game8-Clip4-0101_jpg.rf.4954c41f2280abbcf26d401b83bc816e.jpg,game8,Clip4,0101.jpg,101,1280,720,1,692,230,0,1,685.0,223,699.0,237,692.0,230.0,2,"710,164,760,249|476,536,539,677","377.000,247.000","442.000,247.000","829.000,245.000","895.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","635.000,487.000","917.000,486.000","203.000,610.000","311.000,610.000","961.000,607.000","1071.000,607.000",direct,0.0,104.0,0.0,104.0
train,game8-Clip4-0102_jpg.rf.d2376909cddacb7ff8ceb918faedf1c9.jpg,game8,Clip4,0102.jpg,102,1280,720,1,697,231,0,1,690.0,224,704.0,238,697.0,231.0,2,"715,164,768,247|483,538,550,679","377.000,247.000","442.000,247.000","829.000,245.000","895.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","635.000,487.000","917.000,486.000","204.000,610.000","311.000,610.000","961.000,608.000","1071.000,607.000",direct,0.0,114.0,0.0,114.0
train,game8-Clip4-0103_jpg.rf.dfa7e1f541935ce6341112329347de65.jpg,game8,Clip4,0103.jpg,103,1280,720,1,702,231,0,1,695.0,224,709.0,238,702.0,231.0,2,"719,165,774,246|492,540,565,679","377.000,247.000","442.000,247.000","829.000,245.000","895.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","635.000,487.000","917.000,486.000","204.000,610.000","312.000,610.000","961.000,608.000","1071.000,607.000",direct,0.0,124.0,0.0,124.0
train,game8-Clip4-0104_jpg.rf.a9bf13a6828497ade3e13ec4266c920e.jpg,game8,Clip4,0104.jpg,104,1280,720,1,707,232,0,1,700.0,225,714.0,239,707.0,232.0,2,"721,165,773,247|498,541,582,679","377.000,247.000","442.000,247.000","829.000,245.000","895.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,489.000","635.000,488.000","917.000,486.000","204.000,611.000","312.000,610.000","961.000,608.000","1070.000,607.000",direct,0.0,134.0,0.0,134.0
train,game8-Clip4-0105_jpg.rf.64bfe3db5ee01f8177f2fbc58db07740.jpg,game8,Clip4,0105.jpg,105,1280,720,1,712,235,0,1,705.0,228,719.0,242,712.0,235.0,2,"723,163,775,244|500,544,592,679","377.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,302.000","849.000,301.000","357.000,489.000","636.000,488.000","917.000,486.000","204.000,611.000","312.000,611.000","961.000,607.000","1070.000,607.000",direct,0.0,144.0,0.0,144.0
train,game8-Clip4-0106_jpg.rf.8b5febbe21402a4d3736a8f26bfd8977.jpg,game8,Clip4,0106.jpg,106,1280,720,1,715,240,0,1,708.0,233,722.0,247,715.0,240.0,2,"729,165,783,246|503,544,595,679","378.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","424.000,302.000","635.000,302.000","849.000,301.000","357.000,489.000","636.000,488.000","917.000,487.000","203.000,611.000","312.000,611.000","961.000,608.000","1070.000,607.000",direct,0.0,150.0,0.0,150.0
train,game8-Clip4-0107_jpg.rf.b7899a5578e0ad704fc7948abdcedd38.jpg,game8,Clip4,0107.jpg,107,1280,720,1,720,240,0,1,713.0,233,727.0,247,720.0,240.0,2,"730,165,790,248|505,544,597,682","377.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,489.000","636.000,488.000","917.000,486.000","203.000,611.000","312.000,611.000","961.000,608.000","1070.000,607.000",direct,0.0,160.0,0.0,160.0
valid,game8-Clip4-0108_jpg.rf.2e7adb437d4bb139824121666f009d41.jpg,game8,Clip4,0108.jpg,108,1280,720,1,725,244,0,1,718.0,237,732.0,251,725.0,244.0,2,"731,165,792,249|507,543,599,684","377.000,247.000","442.000,246.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,489.000","636.000,488.000","917.000,487.000","203.000,611.000","312.000,611.000","961.000,608.000","1070.000,607.000",direct,0.0,170.0,0.0,170.0
train,game8-Clip4-0109_jpg.rf.8a3bc57aa5c32fe051c7d42d92f70720.jpg,game8,Clip4,0109.jpg,109,1280,720,2,729,249,0,1,722.0,242,736.0,256,729.0,249.0,2,"733,163,793,248|515,542,598,687","378.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","311.000,611.000","962.000,608.000","1071.000,607.000",direct,0.0,178.0,0.0,178.0
train,game8-Clip4-0110_jpg.rf.e3ac46ad875842f9e41ced7ebb22a1f2.jpg,game8,Clip4,0110.jpg,110,1280,720,1,732,254,0,1,725.0,247,739.0,261,732.0,254.0,2,"732,161,795,248|523,540,598,687","377.000,246.000","442.000,246.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","312.000,611.000","961.000,608.000","1071.000,607.000",direct,0.0,184.0,0.0,184.0
valid,game8-Clip4-0111_jpg.rf.47bae669794f3e75705081276f2c6e80.jpg,game8,Clip4,0111.jpg,111,1280,720,1,736,258,0,1,729.0,251,743.0,265,736.0,258.0,2,"734,163,799,250|527,539,598,686","378.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","424.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","312.000,611.000","962.000,608.000","1071.000,607.000",direct,0.0,192.0,0.0,192.0
train,game8-Clip4-0112_jpg.rf.27eabbde1e9dd9eb24789c5cc46e9d09.jpg,game8,Clip4,0112.jpg,112,1280,720,1,740,259,2,1,733.0,252,747.0,266,740.0,259.0,2,"735.000,158.000,800.000,245.000|530.000,538.000,602.000,688.000","378.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","424.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","312.000,611.000","962.000,608.000","1071.000,607.000",mirrored,200.0,0.0,0.0,200.0
train,game8-Clip4-0113_jpg.rf.32d57f18d7beaf8b5702ce0a5a4a5207.jpg,game8,Clip4,0113.jpg,113,1280,720,2,741,249,0,1,734.0,242,748.0,256,741.0,249.0,2,"733.000,154.000,805.000,246.000|533.000,537.000,610.000,689.000","377.000,247.000","442.000,246.000","829.000,245.000","894.000,245.000","423.000,302.000","635.000,301.000","849.000,300.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","312.000,611.000","961.000,607.000","1071.000,607.000",mirrored,202.0,0.0,0.0,202.0
train,game8-Clip4-0114_jpg.rf.7795bafdd75c20d913c41893bf728497.jpg,game8,Clip4,0114.jpg,114,1280,720,1,743,241,0,1,736.0,234,750.0,248,743.0,241.0,2,"744,151,808,248|536,539,616,691","378.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","424.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","311.000,611.000","962.000,607.000","1071.000,607.000",direct,0.0,206.0,0.0,206.0
train,game8-Clip4-0115_jpg.rf.730ef0f0ce037f4c9b0b659433c0bf92.jpg,game8,Clip4,0115.jpg,115,1280,720,1,745,234,0,1,738.0,227,752.0,241,745.0,234.0,2,"749,149,809,247|536,543,621,694","377.000,246.000","442.000,246.000","829.000,246.000","895.000,246.000","423.000,302.000","636.000,301.000","850.000,301.000","357.000,489.000","636.000,488.000","917.000,487.000","203.000,611.000","312.000,611.000","961.000,608.000","1070.000,607.000",direct,0.0,210.0,0.0,210.0
train,game8-Clip4-0116_jpg.rf.f899376303132df92ad0a1077aa39e43.jpg,game8,Clip4,0116.jpg,116,1280,720,1,746,228,0,1,739.0,221,753.0,235,746.0,228.0,2,"757,156,814,250|538,546,621,696","378.000,246.000","442.000,246.000","829.000,246.000","894.000,246.000","424.000,302.000","636.000,301.000","849.000,301.000","357.000,488.000","637.000,487.000","917.000,486.000","202.000,611.000","311.000,610.000","962.000,607.000","1071.000,607.000",direct,0.0,212.0,0.0,212.0
train,game8-Clip4-0117_jpg.rf.cf41513973914940a97c88014e853b95.jpg,game8,Clip4,0117.jpg,117,1280,720,1,749,223,0,1,742.0,216,756.0,230,749.0,223.0,2,"763,161,816,251|539,550,620,697","377.000,246.000","442.000,246.000","829.000,246.000","894.000,246.000","423.000,301.000","636.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","202.000,610.000","311.000,610.000","962.000,607.000","1071.000,607.000",direct,0.0,218.0,0.0,218.0
train,game8-Clip4-0118_jpg.rf.2e54e08b71166aaeb7294be270e949a2.jpg,game8,Clip4,0118.jpg,118,1280,720,1,752,218,0,1,745.0,211,759.0,225,752.0,218.0,2,"766.000,162.000,817.000,251.000|539.000,550.000,621.000,698.000","377.000,246.000","442.000,246.000","829.000,246.000","895.000,246.000","423.000,302.000","636.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","203.000,611.000","312.000,610.000","961.000,607.000","1070.000,607.000",mirrored,224.0,0.0,0.0,224.0
train,game8-Clip4-0119_jpg.rf.56d951027169078ce3ab3f00f168dc42.jpg,game8,Clip4,0119.jpg,119,1280,720,1,753,213,0,1,746.0,206,760.0,220,753.0,213.0,2,"768,159,818,249|539,547,621,696","377.000,246.000","442.000,246.000","830.000,246.000","895.000,246.000","423.000,302.000","635.000,301.000","850.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","204.000,610.000","312.000,610.000","961.000,607.000","1070.000,607.000",direct,0.0,226.0,0.0,226.0
train,game8-Clip4-0120_jpg.rf.82308de7ce7c9259a2d4e21fb4862267.jpg,game8,Clip4,0120.jpg,120,1280,720,1,754,211,0,1,747.0,204,761.0,218,754.0,211.0,2,"770,151,820,250|536,544,620,695","377.000,247.000","442.000,247.000","829.000,246.000","895.000,245.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,489.000","636.000,488.000","917.000,487.000","204.000,611.000","312.000,610.000","961.000,608.000","1070.000,607.000",direct,0.0,228.0,0.0,228.0
train,game8-Clip4-0121_jpg.rf.29834c88be1a1a2fc443ebf4b6a4e82c.jpg,game8,Clip4,0121.jpg,121,1280,720,1,755,207,1,1,748.0,200,762.0,214,755.0,207.0,2,"766,146,821,249|536,543,619,695","377.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,302.000","849.000,301.000","357.000,488.000","636.000,488.000","917.000,487.000","203.000,611.000","311.000,611.000","961.000,608.000","1070.000,607.000",direct,0.0,230.0,0.0,230.0
train,game8-Clip4-0122_jpg.rf.d7c23ecb0ef1df836a49dd202fecb9f0.jpg,game8,Clip4,0122.jpg,122,1280,720,1,753,207,0,1,746.0,200,760.0,214,753.0,207.0,2,"773.000,146.000,824.000,248.000|531.000,543.000,617.000,697.000","377.000,247.000","442.000,247.000","829.000,246.000","894.000,246.000","423.000,302.000","635.000,302.000","849.000,301.000","357.000,488.000","636.000,488.000","917.000,487.000","203.000,611.000","311.000,611.000","962.000,608.000","1071.000,608.000",mirrored,226.0,0.0,0.0,226.0
valid,game8-Clip4-0123_jpg.rf.b5a90118b9c8f0d7c635fb70100dd6b1.jpg,game8,Clip4,0123.jpg,123,1280,720,1,732,214,0,1,725.0,207,739.0,221,732.0,214.0,2,"522,545,613,698|780,142,833,248","378.000,247.000","442.000,247.000","828.000,246.000","893.000,246.000","423.000,302.000","635.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,487.000","202.000,611.000","311.000,611.000","962.000,608.000","1071.000,608.000",direct,0.0,184.0,0.0,184.0
valid,game8-Clip4-0124_jpg.rf.bb804244933a81400a665dcbff0e28da.jpg,game8,Clip4,0124.jpg,124,1280,720,1,715,219,0,1,708.0,212,722.0,226,715.0,219.0,2,"515,547,610,700|780,111,837,252","377.000,246.000","442.000,246.000","829.000,247.000","894.000,247.000","423.000,302.000","636.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,487.000","202.000,611.000","311.000,610.000","962.000,608.000","1071.000,607.000",direct,0.0,150.0,0.0,150.0
train,game8-Clip4-0125_jpg.rf.de4667e06786c5cd295f02dbbf470196.jpg,game8,Clip4,0125.jpg,125,1280,720,1,697,225,0,1,690.0,218,704.0,232,697.0,225.0,2,"781,143,841,249|512,554,605,705","377.000,246.000","442.000,246.000","829.000,247.000","894.000,247.000","423.000,301.000","636.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,487.000","202.000,611.000","311.000,610.000","961.000,608.000","1070.000,607.000",direct,0.0,114.0,0.0,114.0
valid,game8-Clip4-0126_jpg.rf.b2816608eb703ac27345e4dfc0f0d48d.jpg,game8,Clip4,0126.jpg,126,1280,720,1,677,234,0,1,670.0,227,684.0,241,677.0,234.0,3,"783,149,841,249|509,559,605,705|782,112,840,252","377.000,246.000","442.000,246.000","829.000,246.000","894.000,246.000","423.000,301.000","636.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,487.000","202.000,611.000","311.000,610.000","961.000,608.000","1070.000,607.000",direct,0.0,74.0,0.0,74.0
valid,game8-Clip4-0127_jpg.rf.bbbae5d7317c7f2b21c344d9cb35559d.jpg,game8,Clip4,0127.jpg,127,1280,720,1,657,243,0,1,650.0,236,664.0,250,657.0,243.0,2,"784,151,841,252|507,562,606,706","377.000,246.000","442.000,246.000","829.000,246.000","894.000,246.000","423.000,301.000","636.000,301.000","849.000,301.000","356.000,488.000","636.000,487.000","917.000,486.000","201.000,610.000","311.000,610.000","961.000,607.000","1070.000,607.000",direct,0.0,34.0,0.0,34.0
train,game8-Clip4-0128_jpg.rf.bfc5de82ce34a4cfced437a81037c396.jpg,game8,Clip4,0128.jpg,128,1280,720,1,637,256,0,1,630.0,249,644.0,263,637.0,256.0,2,"783,148,842,252|507,562,604,705","377.000,246.000","442.000,246.000","829.000,246.000","895.000,246.000","423.000,301.000","635.000,301.000","849.000,301.000","356.000,488.000","636.000,487.000","917.000,486.000","202.000,610.000","311.000,610.000","961.000,608.000","1070.000,607.000",direct,0.0,6.0,0.0,6.0
train,game8-Clip4-0129_jpg.rf.2c71b1c4f11f5467bcb220dfb5a4155e.jpg,game8,Clip4,0129.jpg,129,1280,720,1,618,268,0,1,611.0,261,625.0,275,618.0,268.0,2,"784,147,841,252|508,561,606,704","377.000,246.000","442.000,246.000","830.000,246.000","895.000,246.000","423.000,301.000","636.000,301.000","850.000,301.000","356.000,488.000","636.000,487.000","917.000,486.000","202.000,610.000","311.000,610.000","961.000,607.000","1070.000,607.000",direct,0.0,44.0,0.0,44.0
train,game8-Clip4-0130_jpg.rf.d725417fc4c9d6ff037f409489d1d1d0.jpg,game8,Clip4,0130.jpg,130,1280,720,1,597,283,0,1,590.0,276,604.0,290,597.0,283.0,2,"785.000,148.000,841.000,251.000|505.000,558.000,603.000,700.000","377.000,246.000","442.000,246.000","829.000,246.000","895.000,246.000","423.000,301.000","636.000,301.000","849.000,301.000","357.000,488.000","636.000,487.000","917.000,486.000","202.000,610.000","311.000,610.000","961.000,607.000","1070.000,607.000",mirrored,86.0,0.0,0.0,86.0
train,game8-Clip4-0131_jpg.rf.c6406f2dcb213b759d7022cec8c73f1f.jpg,game8,Clip4,0131.jpg,131,1280,720,1,574,298,0,1,567.0,291,581.0,305,574.0,298.0,2,"786,146,841,249|499,557,593,701","377.000,246.000","442.000,246.000","830.000,245.000","895.000,245.000","423.000,301.000","635.000,300.000","850.000,300.000","356.000,487.000","635.000,487.000","917.000,486.000","202.000,610.000","311.000,609.000","961.000,607.000","1071.000,607.000",direct,0.0,132.0,0.0,132.0
train,game8-Clip4-0132_jpg.rf.f05383d1ec9930f9fa167e29e7a7d165.jpg,game8,Clip4,0132.jpg,132,1280,720,1,555,314,0,1,548.0,307,562.0,321,555.0,314.0,2,"786,145,840,248|491,559,576,702","377.000,246.000","442.000,246.000","829.000,245.000","895.000,245.000","423.000,301.000","635.000,300.000","849.000,300.000","357.000,487.000","636.000,487.000","917.000,486.000","203.000,610.000","312.000,609.000","961.000,607.000","1070.000,606.000",direct,0.0,170.0,0.0,170.0
train,game8-Clip5-0000_jpg.rf.dfc18112ed2e5f30c1d14bcda71e0fbb.jpg,game8,Clip5,0000.jpg,0,1280,720,2,586,484,0,1,579.0,477,593.0,491,586.0,484.0,2,"496.000,484.000,572.000,627.000|775.000,169.000,833.000,252.000","378.000,243.000","443.000,243.000","829.000,241.000","894.000,241.000","424.000,298.000","636.000,297.000","849.000,296.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,607.000","313.000,607.000","962.000,604.000","1072.000,604.000",mirrored,108.0,0.0,0.0,108.0
valid,game8-Clip5-0001_jpg.rf.1bd1a534659c0817335981bb5ac16721.jpg,game8,Clip5,0001.jpg,1,1280,720,1,584,467,0,1,577.0,460,591.0,474,584.0,467.0,2,"494,483,571,626|776,168,833,252","379.000,243.000","443.000,243.000","829.000,241.000","894.000,241.000","424.000,298.000","635.000,297.000","849.000,296.000","357.000,485.000","636.000,484.000","918.000,483.000","204.000,607.000","312.000,607.000","963.000,605.000","1073.000,605.000",direct,0.0,112.0,0.0,112.0
train,game8-Clip5-0002_jpg.rf.46b799783789df3ddcf65356c4f30efe.jpg,game8,Clip5,0002.jpg,2,1280,720,1,581,452,0,1,574.0,445,588.0,459,581.0,452.0,2,"494,481,573,626|776,168,833,253","379.000,243.000","443.000,243.000","829.000,241.000","895.000,241.000","424.000,298.000","636.000,297.000","850.000,296.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,608.000","312.000,608.000","962.000,605.000","1072.000,604.000",direct,0.0,118.0,0.0,118.0
valid,game8-Clip5-0003_jpg.rf.1115aa47fb8ac5eb6d04a68a40b250c7.jpg,game8,Clip5,0003.jpg,3,1280,720,1,579,439,0,1,572.0,432,586.0,446,579.0,439.0,2,"497,472,576,626|776,167,833,253","379.000,244.000","443.000,244.000","829.000,242.000","894.000,241.000","424.000,299.000","636.000,298.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,608.000","312.000,608.000","963.000,605.000","1073.000,604.000",direct,0.0,122.0,0.0,122.0
valid,game8-Clip5-0004_jpg.rf.f5156eb9a7a84fa15268b0b2b271df2e.jpg,game8,Clip5,0004.jpg,4,1280,720,1,576,427,0,1,569.0,420,583.0,434,576.0,427.0,2,"498,465,578,626|776,165,832,253","378.000,243.000","443.000,243.000","830.000,242.000","895.000,242.000","424.000,298.000","636.000,298.000","850.000,297.000","358.000,485.000","637.000,484.000","918.000,483.000","205.000,608.000","313.000,608.000","962.000,605.000","1072.000,605.000",direct,0.0,128.0,0.0,128.0
valid,game8-Clip5-0005_jpg.rf.03001fc1eef0e0b24baf6840649d7e5d.jpg,game8,Clip5,0005.jpg,5,1280,720,1,574,414,0,1,567.0,407,581.0,421,574.0,414.0,2,"501,460,580,625|776,165,832,253","379.000,243.000","443.000,243.000","829.000,242.000","895.000,242.000","425.000,298.000","636.000,297.000","850.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,608.000","312.000,607.000","963.000,605.000","1072.000,605.000",direct,0.0,132.0,0.0,132.0
train,game8-Clip5-0006_jpg.rf.f1b8923126bafd25d710afe42e6ee8c9.jpg,game8,Clip5,0006.jpg,6,1280,720,1,571,404,0,1,564.0,397,578.0,411,571.0,404.0,2,"507,456,581,626|776,166,832,253","379.000,244.000","443.000,243.000","829.000,242.000","894.000,241.000","425.000,298.000","636.000,297.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,607.000","312.000,607.000","963.000,605.000","1073.000,604.000",direct,0.0,138.0,0.0,138.0
train,game8-Clip5-0007_jpg.rf.2532499e5dca3d142ee23b84d5962882.jpg,game8,Clip5,0007.jpg,7,1280,720,1,569,394,0,1,562.0,387,576.0,401,569.0,394.0,2,"509,450,582,625|777,165,832,252","379.000,244.000","443.000,244.000","829.000,242.000","894.000,242.000","425.000,299.000","635.000,298.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","205.000,607.000","312.000,607.000","963.000,605.000","1073.000,605.000",direct,0.0,142.0,0.0,142.0
train,game8-Clip5-0008_jpg.rf.bfff30684f2d6db968089a38d166a012.jpg,game8,Clip5,0008.jpg,8,1280,720,1,567,386,0,1,560.0,379,574.0,393,567.0,386.0,2,"507,459,583,624|777,162,831,252","379.000,244.000","443.000,243.000","829.000,242.000","894.000,241.000","424.000,298.000","635.000,297.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,607.000","312.000,607.000","963.000,605.000","1073.000,604.000",direct,0.0,146.0,0.0,146.0
train,game8-Clip5-0009_jpg.rf.e3107451c5b888c2027efce2540d9d78.jpg,game8,Clip5,0009.jpg,9,1280,720,1,564,380,0,1,557.0,373,571.0,387,564.0,380.0,2,"503,462,582,623|776,163,831,252","379.000,244.000","443.000,243.000","829.000,242.000","895.000,241.000","424.000,299.000","636.000,298.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","205.000,607.000","312.000,607.000","962.000,605.000","1072.000,604.000",direct,0.0,152.0,0.0,152.0
train,game8-Clip5-0010_jpg.rf.f904f7d88265cd1057414f8fb83ac363.jpg,game8,Clip5,0010.jpg,10,1280,720,1,562,373,0,1,555.0,366,569.0,380,562.0,373.0,2,"509,457,586,621|777,163,831,252","379.000,244.000","443.000,243.000","829.000,242.000","895.000,241.000","424.000,299.000","636.000,298.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,608.000","312.000,607.000","962.000,605.000","1072.000,604.000",direct,0.0,156.0,0.0,156.0
valid,game8-Clip5-0011_jpg.rf.7b529a4e7ccae93ec32d90d6d70bb42d.jpg,game8,Clip5,0011.jpg,11,1280,720,1,559,368,0,1,552.0,361,566.0,375,559.0,368.0,2,"511,460,588,620|776,162,831,252","379.000,244.000","443.000,244.000","829.000,242.000","894.000,242.000","425.000,299.000","636.000,298.000","849.000,297.000","358.000,485.000","636.000,484.000","918.000,483.000","204.000,608.000","312.000,607.000","963.000,605.000","1073.000,605.000",direct,0.0,162.0,0.0,162.0
train,game8-Clip5-0012_jpg.rf.7f9abf2f276e882758a8486a887dabdf.jpg,game8,Clip5,0012.jpg,12,1280,720,1,558,365,0,1,551.0,358,565.0,372,558.0,365.0,2,"507,462,588,621|776,163,831,253","379.000,244.000","443.000,244.000","830.000,243.000","895.000,242.000","424.000,299.000","636.000,298.000","850.000,297.000","357.000,485.000","636.000,484.000","918.000,483.000","204.000,608.000","312.000,607.000","963.000,605.000","1073.000,605.000",direct,0.0,164.0,0.0,164.0
train,game8-Clip5-0013_jpg.rf.3bc4b04ecc1e103420e8713e4e795bf1.jpg,game8,Clip5,0013.jpg,13,1280,720,1,555,362,0,1,548.0,355,562.0,369,555.0,362.0,2,"506.000,459.000,589.000,620.000|776.000,164.000,831.000,253.000","379.000,244.000","443.000,244.000","830.000,243.000","895.000,243.000","424.000,299.000","636.000,298.000","850.000,298.000","357.000,485.000","636.000,484.000","918.000,484.000","203.000,608.000","312.000,607.000","963.000,605.000","1073.000,605.000",mirrored,170.0,0.0,0.0,170.0
